NAICS  Code,Kind of Business,Jan. 2011,Feb. 2011,Mar. 2011,Apr. 2011,May 2011,Jun. 2011,Jul. 2011,Aug. 2011,Sep. 2011,Oct. 2011,Nov. 2011,Dec. 2011
441.0,Motor vehicle and parts dealers,57881.0,62575.0,75168.0,69542.0,69277.0,70201.0,69178.0,71295.0,66956.0,65913.0,63968.0,70984.0
"4411,4412",Automobile and other motor vehicle dealers,52158.0,56531.0,67947.0,62778.0,62333.0,62666.0,62092.0,63556.0,59708.0,58769.0,57102.0,64334.0
4411.0,Automobile dealers,49715.0,53613.0,63613.0,58223.0,57538.0,57741.0,57556.0,59357.0,56243.0,55583.0,54192.0,61131.0
44111.0,New car dealers,43739.0,46318.0,55952.0,51777.0,51278.0,51281.0,51208.0,52919.0,50292.0,49873.0,48662.0,55489.0
44112,Used car dealers,5976.0,7295.0,7661.0,6446.0,6260.0,6460.0,6348.0,6438.0,5951.0,5710.0,5530.0,5642.0
4413.0,"Automotive parts, acc., and tire stores",5723.0,6044.0,7221.0,6764.0,6944.0,7535.0,7086.0,7739.0,7248.0,7144.0,6866.0,6650.0
"442,443","Furniture, home furn, electronics, and appliance stores",13829.0,14276.0,15727.0,14231.0,14711.0,14913.0,15276.0,16145.0,15221.0,14865.0,18124.0,22246.0
442.0,Furniture and home furnishings stores,6244.0,6488.0,7530.0,6896.0,7086.0,7039.0,7241.0,7685.0,7450.0,6967.0,7931.0,9029.0
4421.0,Furniture stores,3576.0,3871.0,4304.0,3902.0,3861.0,3792.0,4002.0,4132.0,4051.0,3741.0,4126.0,4300.0
4422.0,Home furnishings stores,2668.0,2617.0,3226.0,2994.0,3225.0,3247.0,3239.0,3553.0,3399.0,3226.0,3805.0,4729.0
44221.0,Floor covering stores,947.0,959.0,1211.0,1127.0,1261.0,1295.0,1271.0,1472.0,1395.0,1302.0,1263.0,1255.0
442299.0,All other home furnishings stores,1629.0,1564.0,1907.0,1783.0,1874.0,1869.0,1886.0,1989.0,1907.0,1828.0,2451.0,3393.0
443.0,Electronics and appliance stores,7585.0,7788.0,8197.0,7335.0,7625.0,7874.0,8035.0,8460.0,7771.0,7898.0,10193.0,13217.0
443141.0,Household appliance stores,1077.0,1141.0,1215.0,1181.0,1274.0,1314.0,1334.0,1360.0,1383.0,1277.0,1612.0,1639.0
443142.0,Electronics stores,6508.0,6647.0,6982.0,6154.0,6351.0,6560.0,6701.0,7100.0,6388.0,6621.0,8581.0,11578.0
444.0,Building mat. and garden equip. and supplies dealers,16004.0,16002.0,21963.0,24378.0,27713.0,27011.0,23528.0,23730.0,22499.0,23077.0,22372.0,21203.0
4441.0,Building mat. and supplies dealers,14265.0,14196.0,18974.0,20310.0,22769.0,22556.0,20828.0,21167.0,20054.0,19992.0,19415.0,18123.0
44412.0,Paint and wallpaper stores,510.0,533.0,685.0,704.0,708.0,853.0,801.0,862.0,791.0,740.0,667.0,569.0
44413.0,Hardware stores,1322.0,1240.0,1498.0,1747.0,2033.0,1918.0,1759.0,1779.0,1626.0,1705.0,1694.0,1720.0
445.0,Food and beverage stores,48438.0,45575.0,49729.0,50588.0,51441.0,51040.0,52522.0,51575.0,49925.0,50887.0,51352.0,56065.0
4451.0,Grocery stores,44282.0,41229.0,45068.0,45586.0,46318.0,45883.0,47171.0,46448.0,44877.0,45725.0,46046.0,48843.0
44511.0,Supermarkets and other grocery (except convenience) stores,42501.0,39485.0,43103.0,43535.0,44129.0,43716.0,44937.0,44275.0,42867.0,43751.0,44156.0,46916.0
4453.0,"Beer, wine, and liquor stores",2888.0,2984.0,3249.0,3363.0,3471.0,3551.0,3740.0,3576.0,3517.0,3515.0,3646.0,4892.0
446.0,Health and personal care stores,22218.0,21284.0,23623.0,22246.0,22766.0,22381.0,21864.0,22982.0,22173.0,22510.0,22326.0,25239.0
44611.0,Pharmacies and drug stores,19155.0,18117.0,20042.0,18944.0,19505.0,19081.0,18541.0,19481.0,18845.0,19302.0,19103.0,21133.0
447.0,Gasoline stations,38018.0,36669.0,44349.0,45853.0,48245.0,47514.0,48200.0,48320.0,45443.0,45115.0,42976.0,42755.0
448.0,Clothing and clothing access. stores,13703.0,15931.0,18252.0,18647.0,18771.0,17783.0,17937.0,19263.0,17999.0,18255.0,20957.0,31108.0
4481.0,Clothing stores,10162.0,11370.0,13715.0,13859.0,13648.0,13271.0,13415.0,13889.0,13431.0,13793.0,15816.0,21726.0
44811.0,Men's clothing stores,487.0,497.0,599.0,690.0,677.0,661.0,587.0,549.0,643.0,682.0,707.0,1081.0
44812.0,Women's clothing stores,2345.0,2753.0,3449.0,3582.0,3508.0,3285.0,3060.0,3027.0,3301.0,3297.0,3625.0,4816.0
44814.0,Family clothing stores,5179.0,5894.0,7017.0,7076.0,6973.0,6797.0,7213.0,7649.0,6823.0,7178.0,8551.0,11922.0
44819.0,Other clothing stores,968.0,878.0,1064.0,985.0,1027.0,1070.0,985.0,1001.0,930.0,1020.0,1147.0,1596.0
4482.0,Shoe stores,1778.0,2186.0,2379.0,2422.0,2322.0,2243.0,2347.0,3022.0,2320.0,2287.0,2499.0,3455.0
44831.0,Jewelry stores,1619.0,2228.0,1976.0,2194.0,2624.0,2093.0,1983.0,2179.0,2081.0,2003.0,2454.0,5616.0
451.0,"Sporting goods, hobby, musical instrument, and book stores",6073.0,5190.0,6172.0,6000.0,5960.0,6256.0,5997.0,7627.0,6372.0,5581.0,6904.0,10515.0
45111.0,Sporting goods stores,2414.0,2456.0,3266.0,3246.0,3169.0,3505.0,3334.0,3623.0,3011.0,2746.0,3227.0,4998.0
45112.0,"Hobby, toy, and game stores",972.0,1030.0,1201.0,1192.0,1073.0,1069.0,1089.0,1074.0,1151.0,1252.0,1964.0,3052.0
451211.0,Book stores,1950.0,960.0,881.0,797.0,936.0,902.0,865.0,2142.0,1335.0,751.0,797.0,1400.0
452.0,General merchandise stores,44322.0,45804.0,49675.0,50480.0,51435.0,50906.0,50660.0,51266.0,48238.0,50877.0,57197.0,73906.0
