NAICS  Code,Kind of Business,Jan. 2002,Feb. 2002,Mar. 2002,Apr. 2002,May 2002,Jun. 2002,Jul. 2002,Aug. 2002,Sep. 2002,Oct. 2002,Nov. 2002,Dec. 2002
441.0,Motor vehicle and parts dealers,60565.0,62937.0,69771.0,70792.0,72154.0,71067.0,76408.0,79583.0,65150.0,66329.0,60589.0,63466.0
"4411,4412",Automobile and other motor vehicle dealers,55799.0,58319.0,64656.0,65420.0,66622.0,65644.0,70738.0,73817.0,60031.0,60823.0,55631.0,58689.0
4411.0,Automobile dealers,52948.0,54817.0,60116.0,60242.0,61020.0,60575.0,65824.0,69228.0,56437.0,57414.0,52483.0,55578.0
44111.0,New car dealers,48146.0,49591.0,54904.0,54982.0,55678.0,55376.0,60595.0,63686.0,51582.0,52271.0,47747.0,51201.0
44112,Used car dealers,4802.0,5226.0,5212.0,5260.0,5342.0,5199.0,5229.0,5542.0,4855.0,5143.0,4736.0,4377.0
4413.0,"Automotive parts, acc., and tire stores",4766.0,4618.0,5115.0,5372.0,5532.0,5423.0,5670.0,5766.0,5119.0,5506.0,4958.0,4777.0
"442,443","Furniture, home furn, electronics, and appliance stores",14342.0,13916.0,15029.0,13882.0,15047.0,14591.0,14716.0,15755.0,14231.0,14809.0,17191.0,22137.0
442.0,Furniture and home furnishings stores,7149.0,7091.0,7777.0,7370.0,7991.0,7502.0,7671.0,8205.0,7456.0,7859.0,8839.0,9528.0
4421.0,Furniture stores,4097.0,4112.0,4448.0,4110.0,4403.0,4150.0,4150.0,4371.0,4047.0,4182.0,4677.0,4517.0
4422.0,Home furnishings stores,3052.0,2979.0,3329.0,3260.0,3588.0,3352.0,3521.0,3834.0,3409.0,3677.0,4162.0,5011.0
44221.0,Floor covering stores,1409.0,1420.0,1576.0,1608.0,1684.0,1586.0,1606.0,1738.0,1592.0,1671.0,1627.0,1508.0
442299.0,All other home furnishings stores,1534.0,1471.0,1662.0,1556.0,1801.0,1667.0,1803.0,1984.0,1720.0,1899.0,2420.0,3380.0
443.0,Electronics and appliance stores,7193.0,6825.0,7252.0,6512.0,7056.0,7089.0,7045.0,7550.0,6775.0,6950.0,8352.0,12609.0
443141.0,Household appliance stores,1085.0,1036.0,1152.0,1160.0,1194.0,1209.0,1285.0,1204.0,1111.0,1157.0,1228.0,1384.0
443142.0,Electronics stores,6108.0,5789.0,6100.0,5352.0,5862.0,5880.0,5760.0,6346.0,5664.0,5793.0,7124.0,11225.0
444.0,Building mat. and garden equip. and supplies dealers,16519.0,15999.0,19179.0,24464.0,25657.0,23283.0,22545.0,21540.0,20167.0,21694.0,19520.0,17972.0
4441.0,Building mat. and supplies dealers,14957.0,14458.0,16873.0,20038.0,20917.0,19357.0,19721.0,19365.0,18240.0,19474.0,17593.0,16191.0
44412.0,Paint and wallpaper stores,566.0,553.0,631.0,709.0,760.0,737.0,790.0,788.0,705.0,744.0,597.0,516.0
44413.0,Hardware stores,1154.0,1094.0,1292.0,1534.0,1685.0,1600.0,1555.0,1467.0,1322.0,1403.0,1398.0,1458.0
445.0,Food and beverage stores,37662.0,35215.0,39485.0,36629.0,40390.0,38715.0,39773.0,39918.0,37068.0,38461.0,39501.0,42039.0
4451.0,Grocery stores,34533.0,32024.0,35863.0,33190.0,36478.0,34933.0,35885.0,36025.0,33610.0,34885.0,35649.0,36738.0
44511.0,Supermarkets and other grocery (except convenience) stores,32836.0,30391.0,34034.0,31360.0,34485.0,32932.0,33849.0,34044.0,31689.0,32973.0,33812.0,34867.0
