NAICS  Code,Kind of Business,Jan. 2009,Feb. 2009,Mar. 2009,Apr. 2009,May 2009,Jun. 2009,Jul. 2009,Aug. 2009,Sep. 2009,Oct. 2009,Nov. 2009,Dec. 2009
441.0,Motor vehicle and parts dealers,50093.0,50006.0,57133.0,55939.0,57732.0,59522.0,62300.0,66182.0,52123.0,54866.0,50024.0,55852.0
"4411,4412",Automobile and other motor vehicle dealers,44342.0,44283.0,50742.0,49549.0,51414.0,52877.0,55733.0,59811.0,46011.0,48457.0,44357.0,49970.0
4411.0,Automobile dealers,41559.0,41331.0,46582.0,45093.0,46510.0,48096.0,51112.0,55695.0,42315.0,45284.0,41464.0,46955.0
44111.0,New car dealers,36015.0,35243.0,40565.0,39441.0,41068.0,42442.0,45635.0,49947.0,37120.0,40085.0,36810.0,42194.0
44112,Used car dealers,5544.0,6088.0,6017.0,5652.0,5442.0,5654.0,5477.0,5748.0,5195.0,5199.0,4654.0,4761.0
4413.0,"Automotive parts, acc., and tire stores",5751.0,5723.0,6391.0,6390.0,6318.0,6645.0,6567.0,6371.0,6112.0,6409.0,5667.0,5882.0
"442,443","Furniture, home furn, electronics, and appliance stores",15200.0,14721.0,14504.0,13538.0,14294.0,14495.0,14737.0,14991.0,14215.0,13926.0,16806.0,21221.0
442.0,Furniture and home furnishings stores,6796.0,6593.0,6907.0,6608.0,6974.0,6922.0,7194.0,7159.0,6967.0,6853.0,7375.0,8401.0
4421.0,Furniture stores,3842.0,3914.0,3851.0,3574.0,3844.0,3703.0,3803.0,3939.0,3827.0,3723.0,3848.0,3942.0
4422.0,Home furnishings stores,2954.0,2679.0,3056.0,3034.0,3130.0,3219.0,3391.0,3220.0,3140.0,3130.0,3527.0,4459.0
44221.0,Floor covering stores,1182.0,1138.0,1230.0,1256.0,1247.0,1422.0,1441.0,1338.0,1319.0,1304.0,1215.0,1210.0
442299.0,All other home furnishings stores,1667.0,1447.0,1714.0,1672.0,1786.0,1699.0,1848.0,1795.0,1730.0,1732.0,2222.0,3156.0
443.0,Electronics and appliance stores,8404.0,8128.0,7597.0,6930.0,7320.0,7573.0,7543.0,7832.0,7248.0,7073.0,9431.0,12820.0
443141.0,Household appliance stores,1258.0,1153.0,1194.0,1194.0,1253.0,1280.0,1303.0,1307.0,1203.0,1257.0,1398.0,1489.0
443142.0,Electronics stores,7146.0,6975.0,6403.0,5736.0,6067.0,6293.0,6240.0,6525.0,6045.0,5816.0,8033.0,11331.0
444.0,Building mat. and garden equip. and supplies dealers,17600.0,17064.0,21503.0,24970.0,26952.0,26356.0,24004.0,21522.0,21302.0,21265.0,19916.0,19183.0
4441.0,Building mat. and supplies dealers,15702.0,15177.0,18571.0,20626.0,22160.0,22043.0,21029.0,19344.0,19376.0,19076.0,17562.0,16808.0
44412.0,Paint and wallpaper stores,560.0,558.0,656.0,713.0,707.0,787.0,798.0,747.0,718.0,668.0,561.0,483.0
44413.0,Hardware stores,1341.0,1226.0,1494.0,1727.0,1954.0,1759.0,1597.0,1516.0,1450.0,1540.0,1452.0,1611.0
445.0,Food and beverage stores,47103.0,42602.0,45731.0,46450.0,49142.0,46954.0,48915.0,47863.0,46219.0,47895.0,47405.0,52139.0
4451.0,Grocery stores,42942.0,38522.0,41312.0,41781.0,44034.0,42147.0,43839.0,42995.0,41538.0,43020.0,42508.0,45395.0
44511.0,Supermarkets and other grocery (except convenience) stores,41365.0,36975.0,39627.0,40084.0,42227.0,40312.0,41970.0,41155.0,39768.0,41222.0,40753.0,43570.0
4453.0,"Beer, wine, and liquor stores",2913.0,2781.0,3024.0,3130.0,3467.0,3307.0,3555.0,3399.0,3263.0,3425.0,3356.0,4625.0
446.0,Health and personal care stores,20691.0,19840.0,21535.0,21059.0,21079.0,20971.0,20838.0,20585.0,20615.0,21342.0,20607.0,23632.0
44611.0,Pharmacies and drug stores,17741.0,17028.0,18501.0,18226.0,18146.0,17944.0,17957.0,17604.0,17770.0,18492.0,17784.0,20067.0
447.0,Gasoline stations,26541.0,25620.0,28450.0,29437.0,32958.0,35945.0,36339.0,36980.0,34348.0,35025.0,34342.0,35249.0
448.0,Clothing and clothing access. stores,13387.0,14684.0,15563.0,16337.0,17264.0,15434.0,16007.0,17656.0,15630.0,17053.0,18332.0,27128.0
4481.0,Clothing stores,10122.0,10514.0,11758.0,12320.0,12752.0,11535.0,12045.0,12967.0,11762.0,13022.0,13840.0,18733.0
44811.0,Men's clothing stores,524.0,496.0,542.0,669.0,650.0,607.0,575.0,551.0,579.0,610.0,620.0,930.0
44812.0,Women's clothing stores,2285.0,2424.0,2953.0,3264.0,3280.0,2894.0,2716.0,2942.0,2939.0,3095.0,3189.0,4074.0
44814.0,Family clothing stores,5332.0,5621.0,6092.0,6246.0,6526.0,5990.0,6586.0,7185.0,6067.0,7031.0,7670.0,10578.0
44819.0,Other clothing stores,936.0,859.0,921.0,914.0,989.0,932.0,901.0,865.0,819.0,914.0,955.0,1351.0
4482.0,Shoe stores,1682.0,1945.0,2056.0,2141.0,2116.0,1903.0,2050.0,2715.0,1972.0,2064.0,2100.0,2902.0
44831.0,Jewelry stores,1472.0,2110.0,1621.0,1755.0,2241.0,1832.0,1754.0,1824.0,1766.0,1827.0,2236.0,5260.0
451.0,"Sporting goods, hobby, musical instrument, and book stores",6428.0,5071.0,5718.0,5693.0,5982.0,6130.0,6029.0,7503.0,6205.0,5594.0,6496.0,10829.0
45111.0,Sporting goods stores,2442.0,2347.0,2894.0,2959.0,3119.0,3290.0,3209.0,3418.0,2779.0,2571.0,2788.0,4758.0
45112.0,"Hobby, toy, and game stores",1034.0,1012.0,1099.0,1089.0,1068.0,1025.0,1062.0,1011.0,1067.0,1200.0,1850.0,3013.0
451211.0,Book stores,2189.0,970.0,945.0,913.0,1053.0,1040.0,1038.0,2296.0,1522.0,960.0,965.0,1911.0
452.0,General merchandise stores,43461.0,43283.0,46336.0,46602.0,50065.0,47088.0,47096.0,48826.0,44201.0,48508.0,53487.0,69965.0
4521.0,Department stores,12651.0,12869.0,14058.0,14575.0,15380.0,14202.0,14171.0,15338.0,13506.0,14973.0,18276.0,26584.0
452111.0,Department stores(excl. discount department stores),3988.0,4313.0,4655.0,4976.0,5242.0,4647.0,4537.0,4994.0,4628.0,5100.0,6432.0,9828.0
452112.0,Discount dept. stores,8663.0,8556.0,9403.0,9599.0,10138.0,9555.0,9634.0,10344.0,8878.0,9873.0,11844.0,16756.0
4529.0,Other general merchandise stores,30810.0,30414.0,32278.0,32027.0,34685.0,32886.0,32925.0,33488.0,30695.0,33535.0,35211.0,43381.0
45291.0,Warehouse clubs and superstores,27629.0,26999.0,28551.0,28168.0,30580.0,29009.0,29108.0,29741.0,26931.0,29427.0,30786.0,37600.0
45299.0,All other gen. merchandise stores,3181.0,3415.0,3727.0,3859.0,4105.0,3877.0,3817.0,3747.0,3764.0,4108.0,4425.0,5781.0
453.0,Miscellaneous store retailers,7624.0,7784.0,8238.0,8258.0,8883.0,8870.0,8486.0,8374.0,8396.0,8705.0,8070.0,10057.0
