NAICS  Code,Kind of Business,Jan. 2020,Feb. 2020,Mar. 2020,Apr. 2020,May 2020,Jun. 2020,Jul. 2020,Aug. 2020,Sep. 2020,Oct. 2020,Nov. 2020,Dec. 2020
441.0,Motor vehicle and parts dealers,93367.0,97828.0,82387.0,69534.0,107362.0,114228.0,116233.0,115928.0,113058.0,114679.0,103220.0,116492.0
4411.0,Automobile dealers,81214.0,85140.0,68937.0,56635.0,88480.0,93559.0,97104.0,98206.0,96980.0,98478.0,89223.0,101956.0
44111.0,New car dealers,72074.0,74360.0,59487.0,50131.0,77773.0,81593.0,84691.0,86015.0,85909.0,87522.0,79269.0,92388.0
44112.0,Used car dealers,9140.0,10780.0,9450.0,6504.0,10707.0,11966.0,12413.0,12191.0,11071.0,10956.0,9954.0,9568.0
4413.0,"Automotive parts, acc., and tire stores",7535.0,7242.0,7483.0,6980.0,8510.0,9287.0,9151.0,8972.0,8607.0,8731.0,7916.0,7880.0
442.0,Furniture and home furnishings stores,9490.0,9452.0,8159.0,3977.0,7349.0,9993.0,10625.0,11017.0,11071.0,11114.0,11187.0,12129.0
4421.0,Furniture stores,5148.0,5287.0,4499.0,2004.0,4259.0,5730.0,5957.0,5847.0,6112.0,6053.0,5894.0,6153.0
4422.0,Home furnishings stores,4342.0,4165.0,3660.0,1973.0,3090.0,4263.0,4668.0,5170.0,4959.0,(S),(S),(S)
44221.0,Floor covering stores,(S),(S),(S),(S),(S),(S),(S),(S),(S),(S),(S),(S)
442299.0,All other home furnishings stores,2422.0,2211.0,1525.0,403.0,1276.0,2102.0,2440.0,2647.0,2506.0,(S),(S),(S)
443.0,Electronics and appliance stores,7079.0,6687.0,5816.0,3040.0,3952.0,5608.0,6555.0,6839.0,6459.0,6865.0,8296.0,9484.0
443141.0,Household appliance stores,1230.0,1234.0,1283.0,1128.0,1441.0,1681.0,1731.0,1747.0,1665.0,1722.0,1705.0,1763.0
443142.0,Electronics stores,5849.0,5453.0,4533.0,1912.0,2511.0,3927.0,4824.0,5092.0,4794.0,5143.0,6591.0,7721.0
444.0,Building mat. and garden equip. and supplies dealers,26966.0,26237.0,32152.0,35916.0,42422.0,42092.0,39430.0,36664.0,36930.0,37582.0,34662.0,34524.0
4441.0,Building mat. and supplies dealers,23709.0,23025.0,27984.0,30023.0,35986.0,36397.0,34870.0,32612.0,32647.0,33018.0,30633.0,30123.0
44412.0,Paint and wallpaper stores,928.0,920.0,1085.0,947.0,1092.0,1240.0,1271.0,1216.0,1225.0,1208.0,1012.0,945.0
44413.0,Hardware stores,2059.0,1954.0,2372.0,2839.0,3495.0,3350.0,3028.0,2891.0,2760.0,2763.0,2553.0,2795.0
445.0,Food and beverage stores,64567.0,61962.0,80990.0,71064.0,76438.0,71799.0,75085.0,72353.0,69741.0,71957.0,71879.0,77260.0
