NAICS  Code,Kind of Business,Jan. 2007,Feb. 2007,Mar. 2007,Apr. 2007,May 2007,Jun. 2007,Jul. 2007,Aug. 2007,Sep. 2007,Oct. 2007,Nov. 2007,Dec. 2007
441.0,Motor vehicle and parts dealers,66585.0,69373.0,83833.0,77265.0,85183.0,79824.0,79097.0,84633.0,73470.0,74461.0,67344.0,69071.0
4411.0,Automobile dealers,57009.0,59771.0,70738.0,64366.0,70465.0,65945.0,66174.0,71327.0,62397.0,62846.0,57241.0,59124.0
44111.0,New car dealers,50920.0,53146.0,63462.0,57632.0,63279.0,59095.0,59393.0,64017.0,55806.0,56263.0,51284.0,53410.0
44112,Used car dealers,6089.0,6625.0,7276.0,6734.0,7186.0,6850.0,6781.0,7310.0,6591.0,6583.0,5957.0,5714.0
4413.0,"Automotive parts, acc., and tire stores",5537.0,5442.0,6510.0,6070.0,6606.0,6559.0,6478.0,6824.0,6062.0,6744.0,6132.0,5771.0
442.0,Furniture and home furnishings stores,8802.0,8423.0,9415.0,8553.0,9266.0,9171.0,9194.0,9867.0,8885.0,9069.0,10012.0,10487.0
4421.0,Furniture stores,4851.0,4903.0,5195.0,4688.0,5018.0,4892.0,4874.0,5206.0,4873.0,4740.0,5063.0,4985.0
4422.0,Home furnishings stores,3951.0,3520.0,4220.0,3865.0,4248.0,4279.0,4320.0,4661.0,4012.0,4329.0,4949.0,5502.0
44221.0,Floor covering stores,1741.0,1567.0,1937.0,1797.0,1919.0,1952.0,1901.0,2087.0,1776.0,1977.0,1807.0,1610.0
442299.0,All other home furnishings stores,2088.0,1843.0,2155.0,1926.0,2180.0,2171.0,2253.0,2410.0,2093.0,2193.0,2980.0,3771.0
443.0,Electronics and appliance stores,8712.0,8293.0,8521.0,7657.0,8381.0,8400.0,8443.0,9209.0,8275.0,8345.0,10948.0,15157.0
443141.0,Household appliance stores,1395.0,1306.0,1447.0,1343.0,1541.0,1532.0,1479.0,1565.0,1405.0,1486.0,1635.0,1665.0
443142.0,Electronics stores,7317.0,6987.0,7074.0,6314.0,6840.0,6868.0,6964.0,7644.0,6870.0,6859.0,9313.0,13492.0
444.0,Building mat. and garden equip. and supplies dealers,21936.0,20803.0,27282.0,28882.0,34219.0,30194.0,28511.0,28261.0,25243.0,27380.0,25850.0,22293.0
4441.0,Building mat. and supplies dealers,20238.0,18893.0,23857.0,24763.0,28628.0,26408.0,25588.0,25666.0,22706.0,24458.0,22742.0,19900.0
